ID,Housing_Price,Year,Postcode,Type,Town_City,District,County,Short_Postcode
{CB0035E5-8576-58AE-E053-6B04A8C091AF},384000,2021-04-30,BS3 4PJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-8577-58AE-E053-6B04A8C091AF},267000,2021-04-27,BS5 6UB,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-8578-58AE-E053-6B04A8C091AF},336000,2021-05-12,BS3 2AE,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-8579-58AE-E053-6B04A8C091AF},355500,2021-03-15,BS3 3DY,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-857A-58AE-E053-6B04A8C091AF},295000,2021-03-31,BS5 6NG,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-857B-58AE-E053-6B04A8C091AF},325000,2021-05-07,BS3 3DZ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-857C-58AE-E053-6B04A8C091AF},562000,2021-04-09,BS9 4TB,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{CB0035E5-857D-58AE-E053-6B04A8C091AF},225000,2021-04-16,BS14 9QL,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{CB0035E5-857E-58AE-E053-6B04A8C091AF},250000,2021-07-20,BS10 7AJ,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{CB0035E5-857F-58AE-E053-6B04A8C091AF},296000,2021-06-28,BS5 0LY,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-8580-58AE-E053-6B04A8C091AF},290500,2021-05-10,BS10 6LT,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{CB0035E5-8581-58AE-E053-6B04A8C091AF},288000,2021-04-16,BS10 5EJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{CB0035E5-7BC8-58AE-E053-6B04A8C091AF},380500,2021-03-31,BS5 9AH,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-7BCC-58AE-E053-6B04A8C091AF},295000,2021-04-23,BS5 8SG,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-7BD0-58AE-E053-6B04A8C091AF},255000,2021-08-05,BS13 0AP,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-7BD2-58AE-E053-6B04A8C091AF},460000,2021-05-11,BS9 2QL,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{CB0035E5-7BD6-58AE-E053-6B04A8C091AF},760000,2021-04-09,BS4 2EA,D,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-7BD8-58AE-E053-6B04A8C091AF},290000,2021-08-06,BS5 6QD,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-7BDA-58AE-E053-6B04A8C091AF},250000,2021-06-30,BS6 5SL,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-7BDE-58AE-E053-6B04A8C091AF},250225,2021-04-21,BS15 1LH,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS15
{CB0035E5-7BE1-58AE-E053-6B04A8C091AF},980000,2021-06-25,BS6 5PH,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-8583-58AE-E053-6B04A8C091AF},325000,2021-04-23,BS9 2NS,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{CB0035E5-8584-58AE-E053-6B04A8C091AF},198000,2021-08-20,BS5 6HX,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-8585-58AE-E053-6B04A8C091AF},245000,2021-05-07,BS14 0EP,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{CB0035E5-8586-58AE-E053-6B04A8C091AF},850000,2021-04-21,BS8 4TU,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{CB0035E5-8587-58AE-E053-6B04A8C091AF},275000,2021-04-21,BS5 8EH,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-8588-58AE-E053-6B04A8C091AF},296000,2021-04-20,BS5 9BW,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-8589-58AE-E053-6B04A8C091AF},420000,2021-04-13,BS5 6JZ,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-858A-58AE-E053-6B04A8C091AF},700000,2021-06-30,BS7 9ER,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-858B-58AE-E053-6B04A8C091AF},465000,2021-02-10,BS3 1NH,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-858D-58AE-E053-6B04A8C091AF},270000,2021-07-15,BS13 7SA,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-858E-58AE-E053-6B04A8C091AF},268000,2021-02-24,BS10 6LT,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{CB0035E5-858F-58AE-E053-6B04A8C091AF},625000,2021-03-30,BS9 4LD,D,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{CB0035E5-8590-58AE-E053-6B04A8C091AF},530000,2021-03-26,BS7 8SF,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-8591-58AE-E053-6B04A8C091AF},525000,2021-06-28,BS7 8PX,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-8592-58AE-E053-6B04A8C091AF},725000,2021-06-29,BS7 8PX,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-8593-58AE-E053-6B04A8C091AF},501500,2021-05-27,BS6 6ND,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-8594-58AE-E053-6B04A8C091AF},275000,2021-05-06,BS11 9TD,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS11
{CB0035E5-8595-58AE-E053-6B04A8C091AF},340000,2021-04-26,BS13 7RS,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-8596-58AE-E053-6B04A8C091AF},586000,2021-06-30,BS9 3DW,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{CB0035E5-8597-58AE-E053-6B04A8C091AF},195000,2021-06-23,BS13 9BQ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-8598-58AE-E053-6B04A8C091AF},247000,2021-04-30,BS13 9PG,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-8599-58AE-E053-6B04A8C091AF},229995,2021-03-26,BS13 0QE,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-859B-58AE-E053-6B04A8C091AF},212000,2021-05-27,BS13 9BP,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-859C-58AE-E053-6B04A8C091AF},210000,2021-05-06,BS13 0ER,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-859D-58AE-E053-6B04A8C091AF},255000,2021-04-21,BS10 7PD,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{CB0035E5-859E-58AE-E053-6B04A8C091AF},264250,2021-04-30,BS5 0DJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-859F-58AE-E053-6B04A8C091AF},215000,2021-02-17,BS9 1SY,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{CB0035E5-85A0-58AE-E053-6B04A8C091AF},1650000,2021-06-28,BS6 6YP,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-85A1-58AE-E053-6B04A8C091AF},345000,2021-05-07,BS4 3BG,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-85A2-58AE-E053-6B04A8C091AF},354000,2021-03-10,BS3 2PS,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-85A3-58AE-E053-6B04A8C091AF},358000,2021-04-26,BS5 6AE,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-85A4-58AE-E053-6B04A8C091AF},637500,2021-03-24,BS7 9EP,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-85A5-58AE-E053-6B04A8C091AF},273575,2021-08-10,BS10 7BG,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{CB0035E5-85A6-58AE-E053-6B04A8C091AF},245000,2021-03-12,BS11 9RQ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS11
{E53EDD2D-4CDD-83EC-E053-6B04A8C03A59},266000,2021-12-17,BS4 3SU,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{E53EDD2D-4CF4-83EC-E053-6B04A8C03A59},795000,2021-06-25,BS9 4HP,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{E53EDD2D-4D00-83EC-E053-6B04A8C03A59},370000,2021-12-17,BS5 6AE,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{E53EDD2D-4D09-83EC-E053-6B04A8C03A59},235000,2021-12-17,BS13 0LE,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{E53EDD2D-4D4C-83EC-E053-6B04A8C03A59},461500,2021-10-19,BS8 1HP,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{E53EDD2D-4D50-83EC-E053-6B04A8C03A59},281250,2021-07-23,BS4 1RH,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{E53EDD2D-4D75-83EC-E053-6B04A8C03A59},224000,2021-12-22,BS1 6HN,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS1
{CB0035E5-7BE6-58AE-E053-6B04A8C091AF},475000,2021-05-07,BS8 4ES,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{CB0035E5-7BEA-58AE-E053-6B04A8C091AF},385000,2021-04-28,BS7 9PS,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-7BF0-58AE-E053-6B04A8C091AF},176100,2021-07-16,BS5 7LD,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-7BF1-58AE-E053-6B04A8C091AF},486500,2021-07-30,BS4 3HW,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-7BF2-58AE-E053-6B04A8C091AF},220000,2021-04-28,BS2 9XW,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS2
{CB0035E5-7BF5-58AE-E053-6B04A8C091AF},543000,2021-03-08,BS4 2DS,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-7BF6-58AE-E053-6B04A8C091AF},520000,2021-05-12,BS6 6YL,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-7BF7-58AE-E053-6B04A8C091AF},900000,2021-04-14,BS8 2BQ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{CB0035E5-7BF9-58AE-E053-6B04A8C091AF},335000,2021-04-29,BS3 4UJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-7BFC-58AE-E053-6B04A8C091AF},295000,2021-06-28,BS6 6SD,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-7C00-58AE-E053-6B04A8C091AF},115000,2021-08-06,BS4 3PB,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-7C01-58AE-E053-6B04A8C091AF},432000,2021-04-16,BS7 9QZ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-7C03-58AE-E053-6B04A8C091AF},322000,2021-06-29,BS5 9NW,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-7C04-58AE-E053-6B04A8C091AF},320000,2021-05-07,BS4 3PT,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-7C05-58AE-E053-6B04A8C091AF},906000,2021-04-24,BS9 4PZ,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{CB0035E5-85A7-58AE-E053-6B04A8C091AF},336700,2021-04-23,BS10 7AL,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{CB0035E5-85A8-58AE-E053-6B04A8C091AF},297000,2021-04-29,BS4 3RY,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-85A9-58AE-E053-6B04A8C091AF},198500,2021-06-25,BS3 3LQ,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-85AB-58AE-E053-6B04A8C091AF},485000,2021-05-07,BS5 8ER,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-85AC-58AE-E053-6B04A8C091AF},366250,2021-03-25,BS4 3BP,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-85AD-58AE-E053-6B04A8C091AF},438750,2021-05-12,BS7 9BN,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-85AE-58AE-E053-6B04A8C091AF},1175000,2021-04-23,BS6 5TU,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-85AF-58AE-E053-6B04A8C091AF},520000,2021-03-30,BS8 4QJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{CB0035E5-85B0-58AE-E053-6B04A8C091AF},325000,2021-07-22,BS6 5TZ,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-85B1-58AE-E053-6B04A8C091AF},311500,2021-06-30,BS5 7QT,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-85B2-58AE-E053-6B04A8C091AF},272000,2021-03-15,BS4 2ES,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-85B3-58AE-E053-6B04A8C091AF},180000,2021-04-30,BS3 1ST,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-85B4-58AE-E053-6B04A8C091AF},600000,2021-04-23,BS7 8LQ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-85B5-58AE-E053-6B04A8C091AF},602000,2021-05-14,BS10 5BL,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{CB0035E5-85B6-58AE-E053-6B04A8C091AF},333000,2021-04-22,BS6 6LJ,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-85B7-58AE-E053-6B04A8C091AF},772500,2021-04-22,BS7 8LJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-85B8-58AE-E053-6B04A8C091AF},347000,2021-04-23,BS3 3NZ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-85B9-58AE-E053-6B04A8C091AF},305000,2021-04-29,BS5 8QX,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-85BA-58AE-E053-6B04A8C091AF},442000,2021-06-01,BS8 2AJ,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{CB0035E5-85BB-58AE-E053-6B04A8C091AF},276000,2021-06-24,BS16 1FB,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS16
{CB0035E5-85BC-58AE-E053-6B04A8C091AF},297000,2021-05-24,BS15 1JR,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS15
{CB0035E5-85BD-58AE-E053-6B04A8C091AF},155000,2021-07-16,BS4 4RH,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-85BE-58AE-E053-6B04A8C091AF},380000,2021-06-09,BS5 6JE,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-85BF-58AE-E053-6B04A8C091AF},338800,2021-05-14,BS13 7HY,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-85C0-58AE-E053-6B04A8C091AF},212500,2021-04-15,BS13 0DS,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-85C1-58AE-E053-6B04A8C091AF},805000,2021-05-28,BS9 3QZ,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{CB0035E5-85C2-58AE-E053-6B04A8C091AF},320000,2021-05-27,BS3 3HY,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-85C3-58AE-E053-6B04A8C091AF},170000,2021-04-16,BS13 8DL,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-85C4-58AE-E053-6B04A8C091AF},235000,2021-03-15,BS13 0QX,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-85C5-58AE-E053-6B04A8C091AF},358000,2021-04-21,BS8 2TS,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{CB0035E5-85C6-58AE-E053-6B04A8C091AF},495000,2021-03-23,BS3 2LZ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-85C7-58AE-E053-6B04A8C091AF},578500,2021-04-14,BS9 4AW,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{CB0035E5-85C8-58AE-E053-6B04A8C091AF},340000,2021-05-06,BS14 9AT,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{E53EDD2D-4D79-83EC-E053-6B04A8C03A59},245000,2021-09-30,BS5 7JP,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{E53EDD2D-4DA6-83EC-E053-6B04A8C03A59},124000,2021-07-09,BS14 0SB,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{E53EDD2D-4DB0-83EC-E053-6B04A8C03A59},360000,2021-12-21,BS6 6XF,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{E53EDD2D-4DB9-83EC-E053-6B04A8C03A59},311000,2021-12-06,BS5 6DF,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{E53EDD2D-4DDB-83EC-E053-6B04A8C03A59},263425,2021-12-22,BS9 3HA,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS9
{E53EDD2D-4DE3-83EC-E053-6B04A8C03A59},210000,2021-09-27,BS3 3NB,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{E53EDD2D-4DF0-83EC-E053-6B04A8C03A59},325000,2021-01-28,BS3 3DL,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{E53EDD2D-4E04-83EC-E053-6B04A8C03A59},375000,2021-12-10,BS3 3BP,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{E53EDD2D-4E16-83EC-E053-6B04A8C03A59},207000,2021-12-16,BS6 5NE,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{E53EDD2D-4E32-83EC-E053-6B04A8C03A59},170000,2021-10-15,BS4 4EY,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{E53EDD2D-4E33-83EC-E053-6B04A8C03A59},390000,2021-11-30,BS3 4QQ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-7C08-58AE-E053-6B04A8C091AF},235000,2021-04-30,BS11 0ED,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS11
{CB0035E5-7C0A-58AE-E053-6B04A8C091AF},450000,2021-06-17,BS7 8LA,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-7C0B-58AE-E053-6B04A8C091AF},280000,2021-06-18,BS13 9AF,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-7C0C-58AE-E053-6B04A8C091AF},475000,2021-06-30,BS3 1DU,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-7C0D-58AE-E053-6B04A8C091AF},257500,2021-07-26,BS11 9SS,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS11
{CB0035E5-7C0E-58AE-E053-6B04A8C091AF},415000,2021-03-16,BS7 0UE,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-7C0F-58AE-E053-6B04A8C091AF},260000,2021-04-09,BS6 6PT,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-7C12-58AE-E053-6B04A8C091AF},275000,2021-03-31,BS4 2JP,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-7C18-58AE-E053-6B04A8C091AF},795000,2021-05-14,BS8 2XN,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{CB0035E5-7C1A-58AE-E053-6B04A8C091AF},245000,2021-08-06,BS14 8AH,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{CB0035E5-7C1E-58AE-E053-6B04A8C091AF},275000,2021-07-06,BS3 2QT,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-7C20-58AE-E053-6B04A8C091AF},264000,2021-04-30,BS11 9UU,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS11
{CB0035E5-7C26-58AE-E053-6B04A8C091AF},485000,2021-04-19,BS7 8RN,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-7C27-58AE-E053-6B04A8C091AF},245500,2021-07-23,BS13 9JW,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-85CA-58AE-E053-6B04A8C091AF},220000,2021-04-23,BS5 7NN,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-85CB-58AE-E053-6B04A8C091AF},222000,2021-04-19,BS14 0NG,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{CB0035E5-85CC-58AE-E053-6B04A8C091AF},330000,2021-04-04,BS6 6AN,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-85CD-58AE-E053-6B04A8C091AF},270000,2021-03-23,BS10 6AU,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{CB0035E5-85CE-58AE-E053-6B04A8C091AF},435000,2021-03-26,BS5 8LW,D,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-85CF-58AE-E053-6B04A8C091AF},282000,2021-06-23,BS6 7SN,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-85D0-58AE-E053-6B04A8C091AF},525000,2021-01-11,BS6 5SX,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-85D1-58AE-E053-6B04A8C091AF},355000,2021-04-22,BS13 7HY,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-85D2-58AE-E053-6B04A8C091AF},183333,2021-03-31,BS14 9AN,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{CB0035E5-85D3-58AE-E053-6B04A8C091AF},510000,2021-05-28,BS8 2EJ,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{CB0035E5-85D4-58AE-E053-6B04A8C091AF},260000,2021-04-09,BS14 9LA,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS14
{CB0035E5-85D5-58AE-E053-6B04A8C091AF},170000,2021-04-30,BS11 9EW,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS11
{CB0035E5-85D6-58AE-E053-6B04A8C091AF},692000,2021-04-21,BS6 7PZ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-85D9-58AE-E053-6B04A8C091AF},216000,2021-06-07,BS5 9JL,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-85DA-58AE-E053-6B04A8C091AF},212500,2021-05-13,BS1 5QP,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS1
{CB0035E5-85DF-58AE-E053-6B04A8C091AF},470000,2021-05-07,BS4 2LB,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-85E0-58AE-E053-6B04A8C091AF},379000,2021-07-02,BS3 3PG,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-85E1-58AE-E053-6B04A8C091AF},294000,2021-05-07,BS6 5QL,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS6
{CB0035E5-85E2-58AE-E053-6B04A8C091AF},190000,2021-04-09,BS10 6TH,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS10
{CB0035E5-85E3-58AE-E053-6B04A8C091AF},440000,2021-06-25,BS8 4HB,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
{CB0035E5-85E4-58AE-E053-6B04A8C091AF},256550,2021-06-26,BS16 3NJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS16
{CB0035E5-85E5-58AE-E053-6B04A8C091AF},463000,2021-05-04,BS7 9QJ,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-85E6-58AE-E053-6B04A8C091AF},318150,2021-04-16,BS3 4SD,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS3
{CB0035E5-85E7-58AE-E053-6B04A8C091AF},325000,2021-06-24,BS13 8BS,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-85E8-58AE-E053-6B04A8C091AF},300000,2021-02-05,BS13 8BS,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS13
{CB0035E5-85E9-58AE-E053-6B04A8C091AF},280000,2021-04-13,BS7 0AY,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS7
{CB0035E5-85EA-58AE-E053-6B04A8C091AF},331500,2021-06-21,BS4 3NQ,S,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS4
{CB0035E5-85EB-58AE-E053-6B04A8C091AF},270000,2021-04-28,BS5 8QN,T,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS5
{CB0035E5-85ED-58AE-E053-6B04A8C091AF},239950,2021-07-13,BS2 9HB,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS2
{E53EDD2D-4E35-83EC-E053-6B04A8C03A59},313000,2021-12-09,BS8 1DA,F,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL,BS8
